AO,MQ-4,Nano,Diff,|Diff|
0.00115,0,-100,100,100
0.001389,0,-100,100,100
0.001375,0,-100,100,100
0.001411,0,-100,100,100
0.00147,0,-100,100,100
0.001756,0,-100,100,100
0.001824,0,-100,100,100
0.001797,0,-100,100,100
0.001756,0,-100,100,100
0.001792,0,-100,100,100
0.001768,0,-100,100,100
0.001673,0,-100,100,100
0.001697,0,-100,100,100
0.001775,0,-100,100,100
0.001827,0,-100,100,100
0.001783,0,-100,100,100
0.001717,0,-100,100,100
0.001624,0,-100,100,100
0.00149,0,-100,100,100
0.001226,0,-100,100,100
0.001206,0,-100,100,100
0.001136,0,-100,100,100
0.001082,0,-100,100,100
0.00117,0,-100,100,100
0.001201,0,-100,100,100
0.00127,0,-100,100,100
0.001187,0,-100,100,100
0.001072,0,-100,100,100
0.001231,0,-100,100,100
0.00117,0,-100,100,100
0.001182,0,-100,100,100
0.001126,0,-100,100,100
0.001155,0,-100,100,100
0.001155,0,-100,100,100
0.001131,0,-100,100,100
0.001228,0,-100,100,100
0.001214,0,-100,100,100
0.001245,0,-100,100,100
0.001214,0,-100,100,100
0.001231,0,-100,100,100
0.001145,0,-100,100,100
0.001194,0,-100,100,100
0.00126,0,-100,100,100
0.001284,0,-100,100,100
0.001109,0,-100,100,100
0.001114,0,-100,100,100
0.001099,0,-100,100,100
0.001419,0,-100,100,100
0.001817,0,-100,100,100
0.001858,0,-100,100,100
0.001788,0,-100,100,100
0.001851,0,-100,100,100
0.001788,0,-100,100,100
0.001773,0,-100,100,100
0.001651,0,-100,100,100
0.00158,0,-100,100,100
0.001722,0,-100,100,100
0.001766,0,-100,100,100
0.00177,0,-100,100,100
0.07738,0,-100,100,100
0.001736,0,-100,100,100
0.197297,9,-100,109,109
0.295793,60,-100,160,160
0.001365,0,0,0,0
0.001687,0,0,0,0
0.001099,0,0,0,0
0.019016,0,0,0,0
0.103824,0,0,0,0
0.165739,4,0,4,4
0.22306,16,0,16,16
0.27115,39,0,39,39
0.305907,71,0,71,71
0.32864,104,0,104,104
0.340511,126,0,126,126
